Price,Adj Close,Close,High,Low,Open,Volume,Return,5_Day_Future_Volatility,EMA_20,EMA_50,RSI
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,,,,,
Date,,,,,,,,,,,
2020-01-22 00:00:00+00:00,77.08586883544922,79.42500305175781,79.99749755859375,79.32749938964844,79.6449966430664,101832400,0.003569526034268966,0.022583185568469496,77.2432582887446,76.15043321273501,70.86843370663613
2020-01-23 00:00:00+00:00,77.45710754394531,79.80750274658203,79.88999938964844,78.9124984741211,79.4800033569336,104472000,0.004815859995308536,0.02272424055506713,77.48747204663387,76.29384770425843,71.90257027543723
2020-01-24 00:00:00+00:00,77.23387145996094,79.57749938964844,80.8324966430664,79.37999725341797,80.0625,146537600,-0.002881976618964499,0.03136972352934456,77.68652226977811,76.42261835858746,75.40148088306488
2020-01-27 00:00:00+00:00,74.96279907226562,77.23750305175781,77.94249725341797,76.22000122070312,77.51499938964844,161940000,-0.029405250929448234,0.028345722360907884,77.64375853472856,76.45457462106472,59.513444497186214
2020-01-28 00:00:00+00:00,77.08344268798828,79.42250061035156,79.5999984741211,78.04750061035156,78.1500015258789,162234000,0.02828933448469395,0.029570988042757738,77.81316254193075,76.57096387554655,67.41248082325902
2020-01-29 00:00:00+00:00,78.6969985961914,81.08499908447266,81.9625015258789,80.34500122070312,81.11250305175781,216229200,0.020932336067801982,0.027933444878693668,78.12476602217284,76.7479848641319,68.46516322138224
2020-01-30 00:00:00+00:00,78.58293151855469,80.96749877929688,81.02249908447266,79.6875,80.13500213623047,126743200,-0.0014491004070108504,0.028548197055969178,78.39550247523228,76.91345599805993,63.879136084635434
2020-01-31 00:00:00+00:00,75.09866333007812,77.37750244140625,80.66999816894531,77.07250213623047,80.23249816894531,199588400,-0.04433873334381144,0.018170472835947006,78.29855009105836,76.93165389779901,49.368860133542604
2020-02-03 00:00:00+00:00,74.89242553710938,77.16500091552734,78.37249755859375,75.55500030517578,76.07499694824219,173788400,-0.0027462960056099384,0.01747804636935207,78.19059302672207,76.94080476123933,42.98750522119832
2020-02-04 00:00:00+00:00,77.36489868164062,79.7125015258789,79.91000366210938,78.40750122070312,78.82749938964844,136616400,0.03301367951955725,0.01134220376721789,78.33553669330843,77.04949875200951,54.739601916479636
2020-02-05 00:00:00+00:00,77.9957504272461,80.36250305175781,81.19000244140625,79.73750305175781,80.87999725341797,118826800,0.008154323518098083,0.015386296892003241,78.52858110839884,77.17942048925454,57.618700029482696
2020-02-06 00:00:00+00:00,78.9080810546875,81.30249786376953,81.30500030517578,80.06500244140625,80.64250183105469,105425600,0.011696932976394514,0.015225493029450057,78.79276365652937,77.34110979805905,57.52907605151069
2020-02-07 00:00:00+00:00,77.83547973632812,80.00749969482422,80.8499984741211,79.5,80.59249877929688,117684000,-0.015928147387491265,0.012500809502822598,78.90845280303365,77.44567410773611,50.9572816598695
2020-02-10 00:00:00+00:00,78.2051773071289,80.38749694824219,80.38749694824219,78.4625015258789,78.54499816894531,109348800,0.0047495204183034545,0.015614427150837874,79.04931415019637,77.56103970932459,53.702040042214655
2020-02-11 00:00:00+00:00,77.73333740234375,79.90249633789062,80.9749984741211,79.67749786376953,80.9000015258789,94323200,-0.006033284139495332,0.01677585969835639,79.13056959664344,77.6528615378958,51.40294891406294
2020-02-12 00:00:00+00:00,79.57933807373047,81.80000305175781,81.80500030517578,80.36750030517578,80.36750030517578,113730400,0.023747777614394394,0.012381089855089443,79.38480135427339,77.81549453843941,55.37569403534079
2020-02-13 00:00:00+00:00,79.01264953613281,81.21749877929688,81.55500030517578,80.8375015258789,81.04750061035156,94747600,-0.007121078859769314,0.014971517020045356,79.55934396618039,77.94890646945343,54.342070073292305
2020-02-14 00:00:00+00:00,79.03211212158203,81.23750305175781,81.49500274658203,80.7125015258789,81.18499755859375,80113600,0.0002463049559713326,0.022361955713757563,79.7191686409973,78.0778710413085,62.0736474810336
2020-02-18 00:00:00+00:00,77.5849838256836,79.75,79.9375,78.65249633789062,78.83999633789062,152531200,-0.018310546187148335,0.0236621526825995,79.72210496090233,78.14344472596306,51.03198117498627
2020-02-19 00:00:00+00:00,78.70863342285156,80.90499877929688,81.14250183105469,80.0,80.0,93984000,0.014482743314067292,0.024167295467095694,79.83476151503514,78.25174096334871,49.41406182091098
2020-02-20 00:00:00+00:00,77.90115356445312,80.07499694824219,81.1624984741211,79.55249786376953,80.65750122070312,100566000,-0.010258968463974338,0.030526298827085508,79.85764108010248,78.32324119805041,47.22351442285783
2020-02-21 00:00:00+00:00,76.13787078857422,78.26249694824219,80.11250305175781,77.625,79.65499877929688,129554000,-0.02263503052234317,0.03343709163629807,79.70572259135388,78.32085907060696,53.09546581159175
2020-02-24 00:00:00+00:00,72.52129364013672,74.54499816894531,76.04499816894531,72.30750274658203,74.31500244140625,222195200,-0.047500385551912494,0.05984013151327163,79.21422502731497,78.1727860940712,42.64044613929294
2020-02-25 00:00:00+00:00,70.0648422241211,72.0199966430664,75.63249969482422,71.53250122070312,75.23750305175781,230673600,-0.033872179058296537,0.05953166356289818,78.52906041929128,77.93150023324749,28.364506075616262
2020-02-26 00:00:00+00:00,71.17632293701172,73.1624984741211,74.47000122070312,71.625,71.63249969482422,198054800,0.015863675150069367,0.06275403384651873,78.01795928165602,77.744480556419,30.29556681102791
2020-02-27 00:00:00+00:00,66.52365112304688,68.37999725341797,71.5,68.23999786376953,70.2750015258789,320605600,-0.06536820530254006,0.05423164907905639,77.10005813610954,77.37724591708565,20.78012456819991
2020-02-28 00:00:00+00:00,66.4847412109375,68.33999633789062,69.60250091552734,64.09249877929688,64.31500244140625,426510000,-0.0005849797767482068,0.05542432830571401,76.26576653627917,77.02284397280349,22.030464874094534
2020-03-02 00:00:00+00:00,72.67452239990234,74.70249938964844,75.36000061035156,69.43000030517578,70.56999969482422,341397200,0.09310072274952952,0.04532151525729656,76.11688395088576,76.93185006758172,39.4094786320316
2020-03-03 00:00:00+00:00,70.36641693115234,72.33000183105469,76.0,71.44999694824219,75.9175033569336,319475600,-0.0317592795151177,0.060857443276693415,75.75622851090185,76.75138543085517,36.820140575677215
2020-03-04 00:00:00+00:00,73.63035583496094,75.68499755859375,75.8499984741211,73.28250122070312,74.11000061035156,219178400,0.04638456577639127,0.05555517217363505,75.74944461068203,76.70956629860962,39.87079195533325
2020-03-05 00:00:00+00:00,71.24200439453125,73.2300033569336,74.88749694824219,72.85250091552734,73.87999725341797,187572800,-0.03243699915243503,0.06679189214576904,75.50949782461076,76.57311284991644,37.54192507522298
2020-03-06 00:00:00+00:00,70.29590606689453,72.25749969482422,72.70500183105469,70.30750274658203,70.5,226176800,-0.013280125870939186,0.09574613165547723,75.19978371701204,76.4038731183442,36.39805698910043
2020-03-09 00:00:00+00:00,64.73604583740234,66.5425033569336,69.52249908447266,65.75,65.9375,286744800,-0.07909208541712087,0.1073095718404186,74.375280825576,76.01715273554377,32.26586335458194
2020-03-10 00:00:00+00:00,69.3984375,71.33499908447266,71.61000061035156,67.34249877929688,69.28500366210938,285290000,0.07202157246522778,0.10230032648922766,74.08573018356616,75.83353886687432,38.29357616992938
2020-03-11 00:00:00+00:00,66.98820495605469,68.85749816894531,70.30500030517578,67.96499633789062,69.34750366210938,255598800,-0.03473051023093954,0.10202541924598003,73.58780332503085,75.55996864342613,36.80992294260635
2020-03-12 00:00:00+00:00,60.37279510498047,62.057498931884766,67.5,62.0,63.98500061035156,418474000,-0.09875466605505201,0.09150630628403901,72.48967909711217,75.03046002728725,32.94569438945521
2020-03-13 00:00:00+00:00,67.60594177246094,69.49250030517578,69.9800033569336,63.23749923706055,66.22250366210938,370732000,0.11980826654731591,0.064555905838785,72.20423349788014,74.81328513622405,45.068568126544235
2020-03-16 00:00:00+00:00,58.90865707397461,60.5525016784668,64.7699966430664,60.0,60.48749923706055,322423600,-0.12864695596573805,0.038762556743496865,71.0945447531741,74.25403872611592,40.05291505656977
2020-03-17 00:00:00+00:00,61.49886703491211,63.21500015258789,64.40249633789062,59.599998474121094,61.877498626708984,324056000,0.04397008216537346,0.06154294211714416,70.34411193407065,73.82113525264424,41.593069510005456
2020-03-18 00:00:00+00:00,59.993377685546875,61.66749954223633,62.5,59.279998779296875,59.942501068115234,300233600,-0.024479958975183402,0.06048717423334923,69.5177678967531,73.34452208753021,43.998927771568965
2020-03-19 00:00:00+00:00,59.533714294433594,61.19499969482422,63.209999084472656,60.65250015258789,61.84749984741211,271857200,-0.007662056203340817,0.06434270418221505,68.7251233060932,72.86807022899272,43.661285929638446
2020-03-20 00:00:00+00:00,55.75417709350586,57.310001373291016,62.95750045776367,57.0,61.79499816894531,401693200,-0.06348555177559367,0.05829278175573218,67.6379688363025,72.2579498817103,33.86071148191547
2020-03-23 00:00:00+00:00,54.569725036621094,56.092498779296875,57.125,53.15250015258789,57.02000045776367,336752800,-0.02124415572883842,0.05424750683067846,66.53840025944483,71.62401062279213,34.60242997602262
2020-03-24 00:00:00+00:00,60.04446792602539,61.720001220703125,61.92250061035156,58.57500076293945,59.09000015258789,287531200,0.10032540114763622,0.035793731986217846,66.07950511289799,71.23561809722001,37.30454702266999
2020-03-25 00:00:00+00:00,59.713687896728516,61.380001068115234,64.5625,61.07500076293945,62.6875,303602000,-0.0055087515531973,0.04479414726566852,65.63193329910916,70.84912331176493,38.796442597225735
2020-03-26 00:00:00+00:00,62.85599899291992,64.61000061035156,64.66999816894531,61.59000015258789,61.630001068115234,252087200,0.052622995862315225,0.035576948179021094,65.53460637637035,70.60445183327813,43.06569353164804
2020-03-27 00:00:00+00:00,60.25362014770508,61.935001373291016,63.967498779296875,61.76250076293945,63.1875,204216800,-0.04140224751262378,0.03145943656528073,65.19178685226755,70.26447338386687,45.57842498918428
2020-03-30 00:00:00+00:00,61.9731330871582,63.70249938964844,63.880001068115234,62.349998474121094,62.685001373291016,167976400,0.028537950709074167,0.05153771941943843,65.04994995106574,70.0071410703681,42.224033630741495
2020-03-31 00:00:00+00:00,61.8466682434082,63.5724983215332,65.62249755859375,63.0,63.900001525878906,197002000,-0.002040753021636643,0.05212845632175747,64.90924027206265,69.75480213904125,44.345174514034255
2020-04-01 00:00:00+00:00,58.59247589111328,60.227500915527344,62.18000030517578,59.782501220703125,61.625,176218400,-0.05261705130869221,0.04104707392580117,64.463360333345,69.38118248321717,47.88561743137357
2020-04-02 00:00:00+00:00,59.570186614990234,61.23249816894531,61.287498474121094,59.224998474121094,60.084999084472656,165934000,0.016686683626928822,0.041495380696133725,64.15565917483075,69.06162623559867,38.790875867896844
2020-04-03 00:00:00+00:00,58.71408462524414,60.352500915527344,61.42499923706055,59.74250030517578,60.70000076293945,129880000,-0.014371408643005013,0.03726706807398047,63.79345362632566,68.72009190932137,49.65259541947302
2020-04-06 00:00:00+00:00,63.83615493774414,65.61750030517578,65.77749633789062,62.345001220703125,62.724998474121094,201820400,0.08723746836966395,0.02295549629388454,63.96717235764471,68.59842165033527,53.82716157414345
2020-04-07 00:00:00+00:00,63.096771240234375,64.85749816894531,67.92500305175781,64.75,67.69999694824219,202887200,-0.011582308571582711,0.02217012205822864,64.05196529205429,68.45171876871214,55.212416966430034
2020-04-08 00:00:00+00:00,64.71173858642578,66.51750183105469,66.84249877929688,65.30750274658203,65.68499755859375,168895200,0.02559462990362782,0.022215403827791906,64.28677829576861,68.37586712409814,58.372005334996146
2020-04-09 00:00:00+00:00,65.1786880493164,66.99749755859375,67.51750183105469,66.17500305175781,67.17500305175781,161834800,0.0072160816976889475,0.02575347289759218,64.54494203508528,68.32181341564699,67.06596950849166
2020-04-13 00:00:00+00:00,66.45800018310547,68.3125,68.42500305175781,66.4574966430664,67.07749938964844,131022800,0.01962763520019828,0.02857877413493473,64.90375707936288,68.32144818366082,71.45365704687738
2020-04-14 00:00:00+00:00,69.81432342529297,71.76249694824219,72.0625,69.51249694824219,70.0,194994800,0.050503157522300945,0.014444637529767566,65.55697040020853,68.45639127246794,69.09038961340326
2020-04-15 00:00:00+00:00,69.17710876464844,71.10749816894531,71.5824966430664,70.15750122070312,70.5999984741211,131154400,-0.009127313111321755,0.023983764041490583,66.08559209246917,68.56035624880039,68.27275508895231
2020-04-16 00:00:00+00:00,69.7267837524414,71.67250061035156,72.05000305175781,70.5875015258789,71.84500122070312,157125200,0.007945750532016405,0.022858927885688548,66.61767861798178,68.68240112572397,64.74272503815097
2020-04-17 00:00:00+00:00,68.78067779541016,70.69999694824219,71.73750305175781,69.21499633789062,71.17250061035156,215250000,-0.01356871399529369,0.027674438985937265,67.00647083991134,68.76152253052861,69.6966226464814
2020-04-20 00:00:00+00:00,67.35301208496094,69.23249816894531,70.41999816894531,69.2125015258789,69.48750305175781,130015200,-0.02075670215900005,0.025113381875141005,67.21847344267648,68.7799921634077,62.59680990465862
2020-04-21 00:00:00+00:00,65.2711181640625,67.09249877929688,69.3125,66.35749816894531,69.06999969482422,180991600,-0.03091033035419699,0.020298149693058928,67.20647585568794,68.7138159522661,57.345578365376426
2020-04-22 00:00:00+00:00,67.1511459350586,69.0250015258789,69.4749984741211,68.05000305175781,68.40249633789062,116862400,0.028803558993071077,0.021401204745638416,67.3796687766585,68.72601930809407,69.5088155498544
2020-04-23 00:00:00+00:00,66.89090728759766,68.75749969482422,70.4375,68.71749877929688,68.96749877929688,124814400,-0.0038754339028068685,0.020703087045266327,67.51089076886477,68.72725383306388,67.2512602840261
2020-04-24 00:00:00+00:00,68.822021484375,70.74250030517578,70.75250244140625,69.25,69.30000305175781,126161200,0.028869586869241237,0.0220594542716549,67.8186631056563,68.80628310648004,72.67072990455186
2020-04-27 00:00:00+00:00,68.87065887451172,70.7925033569336,71.13500213623047,69.98750305175781,70.44999694824219,117087600,0.0007068318414262809,0.022304235588701978,68.10188598673032,68.88417409669391,64.61864260664765
2020-04-28 00:00:00+00:00,67.75430297851562,69.6449966430664,71.4574966430664,69.55000305175781,71.2699966430664,112004800,-0.016209438280229915,0.018101836014625186,68.24884890638138,68.91401027498303,63.23426131711805
2020-04-29 00:00:00+00:00,69.97970581054688,71.93250274658203,72.4175033569336,70.97250366210938,71.18250274658203,137280800,0.0328452324470514,0.014496439967362114,68.59967308163858,69.03238252877124,64.46699266005304
2020-04-30 00:00:00+00:00,71.45602416992188,73.44999694824219,73.63249969482422,72.0875015258789,72.48999786376953,183064000,0.021096085131450115,0.01294885081174412,69.06160868798179,69.20562230992697,66.33335934078073
2020-05-01 00:00:00+00:00,70.30561828613281,72.26750183105469,74.75,71.4625015258789,71.5625,240616800,-0.01609932152918625,0.0043973128638342684,69.36693184446492,69.32569601663786,60.07900035541605
2020-05-04 00:00:00+00:00,71.30036163330078,73.29000091552734,73.42250061035156,71.58000183105469,72.2925033569336,133568000,0.014148809057535017,0.004452164449223781,69.74055747028038,69.48115895384922,54.44235235018907
2020-05-05 00:00:00+00:00,72.37049102783203,74.38999938964844,75.25,73.61499786376953,73.76499938964844,147751200,0.015008847869833364,0.012358465450004092,70.18336146260114,69.67366250035116,59.305454142774586
2020-05-06 00:00:00+00:00,73.1171646118164,75.15750122070312,75.80999755859375,74.71749877929688,75.11499786376953,142333600,0.010317271640702286,0.015508512551807846,70.65708905861085,69.88871499918848,59.76737204307697
2020-05-07 00:00:00+00:00,73.8735580444336,75.93499755859375,76.2925033569336,75.49250030517578,75.80500030517578,115215200,0.010344893394040211,0.015239244136556513,71.15974701099017,70.12582411916516,64.83422879789828
2020-05-08 00:00:00+00:00,75.63186645507812,77.53250122070312,77.5875015258789,76.07250213623047,76.41000366210938,133838400,0.02103777854047717,0.01209676651260609,71.76667598334379,70.41628204471566,73.34739458993582
2020-05-11 00:00:00+00:00,76.82196044921875,78.75250244140625,79.26249694824219,76.80999755859375,77.0250015258789,145946400,0.015735352290909388,0.015034907650407209,72.43199278887356,70.74319264850745,84.58913100551325
2020-05-12 00:00:00+00:00,75.94402313232422,77.85250091552734,79.92250061035156,77.72750091552734,79.4574966430664,162301200,-0.011428227649636025,0.014141606164696292,72.94823165807868,71.02198905113568,77.89538297150088
